date,text,stock_tag,industry_tag,label
2025-10-20,【美股三大指数集体高开】财联社10月20日电，美股三大指数集体高开，道指涨0.44%，纳指涨0.75%，标普500指数涨0.56%。“人造肉第一股”Beyond Meat大涨58%；稀土概念股Critical Metals涨超7%，USA Rare Earth涨超7%。加密货币概念股普涨，HUT 8涨超4%，Circle涨超2%，Coinbase涨超1%。,,医药商业,0
2025-10-20,【航行警告 南海实弹射击训练】财联社10月20日电，据中国海事局网站消息，清澜海事局发布航行警告，10月21日至23日每天6点至18点30分，南海部分海域进行实弹射击，禁止驶入。,,"证券,专用机械",2
2025-10-20,【费城半导体指数盘初涨1.2%】联社10月20日电，美股芯片股盘初普涨，费城半导体指数涨1.2%，美光科技涨超5%，西部数据、英特尔涨超3%，台积电、ARM、AMD、博通涨超1%。,,"软件服务,机械基件,小金属,半导体",2
2025-10-20,【易天股份：控股股东、实际控制人拟协议转让公司5%股份】财联社10月20日电，易天股份(300812.SZ)公告称，控股股东、实际控制人柴明华、高军鹏、胡靖林与千吉(嘉兴)股权投资合伙企业(有限合伙)(简称“千吉投资”)于10月19日签署了股份转让协议，柴明华、高军鹏、胡靖林拟通过协议转让方式向千吉投资转让其持有的公司无限售流通股股份分别为298.26万股、250.38万股、151.74万股，分别占公司总股本的比例为2.1293%、1.7874%、1.0833%，合计转让公司股份700.39万股，占公司总股本的5%。,300812.SZ,专用机械,0
2025-10-20,【紫光国微：部分SoPC产品已实现批量供货】财联社10月20日电，紫光国微在互动平台表示，公司现有SoPC产品已获得核心客户的认可，其中部分产品已实现批量供货，部分产品正在客户导入阶段，另有部分产品正在积极推进研发；同时，公司根据市场及客户需求也在大力开展新的SoPC产品的研发及应用推广工作。,002049.SZ,半导体,0
2025-10-20,财联社10月20日电，美光科技盘初大涨5.7%，巴克莱将美光科技目标价从195美元上调至240美元。,,专用机械,0
2025-10-20,【新天药业：控股股东拟减持不超过705万股公司股份】财联社10月20日电，新天药业(002873.SZ)公告称，公司控股股东上海新天智药生物技术有限公司计划在减持计划披露之日起15个交易日后的3个月内，通过大宗交易和集中竞价交易方式减持其持有的公司股份合计不超过705万股，占剔除公司回购专用账户中股份后总股本的比例为2.9962%。减持原因为股东资金需求，减持价格将根据市场价格确定，但不低于公司首次公开发行股票发行价。,002873.SZ,"供气供热,中成药,电器仪表,化工原料,医疗保健,半导体",2
2025-10-20,财联社10月20日电，美国天然气期货日内暴涨9%，现报3.279美元/百万英热。,,其他,0
2025-10-20,【纳指涨幅扩大至1%】财联社10月20日电，纳指涨幅扩大至1%，道琼斯指数现涨0.56%，标普500指数涨0.73%。,,其他,2
2025-10-20,【苹果股价创历史新高 报告称iPhone17需求强劲】财联社10月20日电，苹果股价创历史新高，报259.7美元，涨幅3%，总市值达3.85万亿美元。研究公司Counterpoint报告显示，iPhone 17系列在中国和美国市场的早期销售强劲，销量比iPhone 16系列高出14%，其中iPhone 17基本款在中国销量几乎翻了一番。,,专用机械,2
2025-10-20,①以史为鉴看本轮风格切换的时间和幅度；②电解液价格出现跳跃式增长，分析师指出即便生产商现在启动扩产，短期内有效供给增量依然缺乏，当前行业产能集中在少数企业，受益于价格上涨盈利能力有望修复；③今日全市场机构研报共发布261篇，海通发展评级得到上调，6家公司获得首度覆盖，其中悍高集团、中色股份获新财富分析师深度覆盖；④在个股机构关注度排行中，海康威视首次上榜，前五名依次为中宠股份>小商品城>海光信息>英维克>海康威视。,"688041.SH,001221.SZ,000758.SZ,002837.SZ,002415.SZ,600415.SH,002891.SZ,603162.SH","软件服务,水运,商品城,铅锌,IT设备,饲料,家居用品,半导体,专用机械",0
2025-10-20,"【武汉凡谷：控股股东孟庆南及其一致行动人孟凡博拟减持不超过3%公司股份】财联社10月20日电，武汉凡谷(002194.SZ)公告称，公司控股股东、实际控制人之一孟庆南计划减持不超过10,714,039股（占公司总股本的1.5680%），孟凡博计划减持不超过9,784,535股（占公司总股本的1.4320%）。两股东合计减持不超过20,498,574股（占公司总股本的3%）。减持期间为2025年11月11日至2026年2月6日。减持原因是个人及其他产业投资资金需求考虑。",002194.SZ,"文教休闲,通信设备,电器仪表,食品",0
2025-10-20,【乘联分会崔东树：期待汽车行业未来能有长效的强力接续政策】财联社10月20日电，乘联分会秘书长崔东树发文表示，当前，外部环境更趋复杂严峻，单边主义、保护主义加剧，冲击汽车产业链供应链稳定；国内经济回升向好基础还不稳固，有效需求不足、市场无序竞争等问题挑战仍然存在，行业稳增长任务依然艰巨。随着车市以旧换新补贴政策，引爆2025年车市，1-9月效果特别显著，我们的国内车市零售量增长年度预期也需要调高了。但2026年压力很大，期待未来能有长效的强力接续政策，减免购车人员个税、推动新能源车下乡、优化C7经济型电动车驾照申领、给200公里以下续航的合规纯电动车免车购税、鼓励结婚购车、鼓励生育购车等更多的改善措施，拉动购车消费促进经济增长。,,"电气设备,化工原料",2
2025-10-20,财联社10月20日电，亚马逊云服务(AWS)表示，确认美国东部一区多个服务中存在显著的API错误和连接问题。,,其他,0
2025-10-20,"【财联社10月20日晚间新闻精选】
1、美方称将稀土、芬太尼和大豆列为中美经贸磋商的三大问题；外交部回应：中方在处理中美经贸问题上的立场是一贯的、明确的，关税战、贸易战不符合任何一方的利益，双方应在平等、尊重、互惠的基础上协商解决任何问题。
2、高盛发布报告称，投资者应关注寻求“出海”的中国上市公司，推荐了25家处于行业头部地位的出海企业，包括阿里巴巴、宁德时代和比亚迪等。
3、奇瑞汽车在2025奇瑞全球创新大会上宣布，奇瑞已实现固态电池全产业链技术突破，并展示了犀牛S全固态电池模组。
4、现货黄金向上触及4320美元，日内涨超2%。现货白银日内涨幅扩大至1.6%，报52.61美元/盎司。
5、宁德时代第三季度净利润185亿元 同比增长41%。燕东微：国家集成电路基金已减持1%公司股份。帝奥微：拟购买模拟芯片公司荣湃半导体100%股权 股票复牌。4连板三孚股份：存储芯片相关收入占公司营业收入比重不足1%。香农芯创：第三大股东新动能基金拟减持不超过1%公司股份。科大讯飞：第三季度净利润同比增长202%。合肥城建：第二大股东实控人持股长鑫集成电路100%股权。","002208.SZ,002594.SZ,300475.SZ,688172.SH,300750.SZ,603938.SH,688381.SH,002230.SZ","运输设备,房产服务,软件服务,铜,家用电器,通信设备,区域地产,汽车整车,铝,元器件,化工原料,电气设备,半导体,专用机械",0
2025-10-20,财联社10月20日电，现货黄金日内涨幅扩大至2%，报4333.42美元/盎司。,,其他,2
2025-10-20,【群兴玩具：终止筹划重大资产重组】财联社10月20日电，群兴玩具(002575.SZ)公告称，因各方未能就交易价格、交易方案等相关核心条款达成一致，公司决定终止以现金方式收购杭州天宽科技有限公司不低于51%的股权的重大资产重组事项。本次交易尚处于筹划阶段，未提交董事会、股东大会审议，也未披露正式方案。终止本次交易是公司与各方充分沟通、审慎分析和友好协商后做出的决定，不会对公司现有生产经营活动、财务状况和战略发展造成重大不利影响。公司承诺自公告之日起至少一个月内不再筹划重大资产重组事项。,002575.SZ,"电气设备,文教休闲,百货,食品",2
2025-10-20,财联社10月20日电，阿根廷比索兑美元跌幅达2.1%，触及盘中历史新低。,,其他,0
2025-10-20,①CPO+芯片+可控核聚变+数据中心+算力+低空经济！这家公司产品主要应用在可控核聚变等领域，光模块、光芯片均已形成批量化生产；②人形机器人+光模块+芯片+数据中心！这家公司产品已经应用到国内头部机器人，拟购买模拟芯片企业；③PCB+先进封装！公司第三季度净利同比增近300%。,300024.SZ,"软件服务,专用机械",0
2025-10-20,财联社10月20日电，加拿大央行调查显示，三分之二的消费者预计加拿大明年将陷入衰退，企业对未来一年的CPI预期现已略高于2024年末水平；消费者预计明年汽车价格将大幅上涨。,,电气设备,0
2025-10-20,【侵吞资金超5亿卢布 俄侦委会就军事项目欺诈案立案】财联社10月20日电，俄罗斯侦查委员会20日发布消息称，已就俄罗斯国防部项目在合同执行期间5亿卢布被侵吞事实进行立案。,,机床制造,0
2025-10-20,【盘后A股上市公司重点业绩公告精选】财联社10月20日电，据财联社不完全统计，截至发稿，盘后包括中国移动、宁德时代、中国船舶、科大讯飞、大族数控、鼎通科技、合金投资、永和股份、飞力达、川金诺、银禧科技、纳睿雷达、金力永磁、美芯晟、隆盛科技、祥源新材、矩子科技、开勒股份、长源东谷、中策橡胶、银龙股份、科远智慧、利安隆、神马电力、利元亨等多家A股上市公司发布2025年三季度业绩报告或预告。其中，中国移动第三季度净利润同比增长1.4%，宁德时代第三季度净利润同比增长41%。小财注：北方股份上周五盘后发布三季度业绩预告，今日收盘涨停。,"688668.SH,603530.SH,603950.SH,603969.SH,603049.SH,300596.SZ,300240.SZ,002380.SZ,600262.SH,600941.SH,301200.SZ,300802.SZ,688499.SH,300750.SZ,300748.SZ,301070.SZ,605020.SH,688522.SH,600150.SH,688458.SH,300221.SZ,300505.SZ,002230.SZ,000633.SZ,300680.SZ,300980.SZ","其他建材,矿物制品,化工原料,电气设备,运输设备,专用机械,通信设备,汽车配件,仓储物流,软件服务,电信运营,农药化肥,机械基件,小金属,旅游景点,塑料,农用机械,船舶,半导体",0
2025-10-20,又有两款人形机器人即将下线并量产！优必选、智元、宇树等多家龙头企业陆续获得亿元级别订单下，行业有望在2026年进入量产阶段，这家公司关节电机已进入客户匹配测试中，另一家与海外和国内机器人厂商签署相关合作协议。,300024.SZ,"服饰,专用机械",0
2025-10-20,财联社10月20日电，纳斯达克中国金龙指数涨幅扩大，现涨1%，最新报8248.73点。,,"证券,汽车整车,半导体,专用机械",0
2025-10-20,财联社10月20日电，阿根廷债券收益回吐。,,其他,0
2025-10-20,又有两款人形机器人即将下线并量产！优必选、智元、宇树等多家龙头企业陆续获得亿元级别订单下，行业有望在2026年进入量产阶段，这家公司关节电机已进入客户匹配测试中，另一家与海外和国内机器人厂商签署相关合作协议。,300024.SZ,"服饰,专用机械",0
2025-10-20,纳斯达克中国金龙指数涨幅扩大，现涨1%，最新报8248.73点。,,"证券,汽车整车,半导体,专用机械",0
2025-10-20,俄罗斯侦查委员会宣布，已就国防部项目在合同执行期间5亿卢布被侵吞的事实立案。调查发现，2022年俄国防部与多家商业机构签订的管道系统设备供应合同，遭到“南部军区工程建设局”分公司前总工程师拉普捷夫、“因特拉姆工业”有限责任公司总经理库拉诺夫及副手达拉里、“涅斯特”有限责任公司主管人员的不符合合同条件的设备操作，导致超过5亿卢布资金被侵吞。这些行为致使国家合同条款未能履行，给俄国防部带来特别重大损失。目前，侦查委员会的证据收集工作仍在进行中。（央视）,,"软件服务,通信设备,银行,专用机械",0
2025-10-20,在2025美团机器人研究院学术年会上，美团副总裁、美团机器人研究院理事长毛一年透露，美团与IDEA研究院联合研发的无人机智能避障系统取得重要进展。通过云端视觉大模型升级，系统在识别风筝、气球、吊车等复杂空中目标时召回率提升近30个百分点，误检率下降至0.68%。相关成果通过大量测试验证后，目前已在公园等复杂配送场景中实现应用。（界面新闻）,300024.SZ,"水务,机械基件,互联网,专用机械",0
2025-10-20,群兴玩具公告，公司于2025年2月27日披露了筹划重大资产重组的提示性公告，拟以现金方式收购杭州天宽科技有限公司不低于51%的股权。然而，因各方未能就交易价格、交易方案等相关核心条款达成一致，为切实维护各方及公司股东利益，公司同意终止本次重大资产重组事项。此次终止不会对公司现有生产经营活动、财务状况和战略发展造成重大不利影响。,002575.SZ,"电气设备,文教休闲,汽车配件,食品",0
2025-10-20,现货黄金站上4330美元/盎司，日内涨1.9%。,,其他,2
2025-10-20,鑫铂股份公告，控股股东、实际控制人唐开健的一致行动人南京天鼎2025年9月25日至2025年10月17日通过集中竞价减持242.19万股，均价17.06元；2025年10月15日通过大宗交易减持42.6万股，价格14.99元；累计减持284.79万股，占剔除回购证券账户股份数量后总股本1.18%，减持计划已实施完成，持股比例由3.67%降至2.49%。,003038.SZ,"证券,文教休闲,铝,食品",0
2025-10-20,厚普股份公告，公司控股股东、实际控制人王季文及其一致行动人燕新集团、北京星凯、珠海阿巴马拟通过认购公司向特定对象发行的A股普通股股票，累计增持公司股份比例不超过30%。本次发行后，王季文及其一致行动人持有公司权益合计超过30%，触发要约收购义务。根据相关规定，收购人已承诺通过本次向特定对象发行取得的上市公司股份自该等股份发行结束之日起36个月内不得转让，收购人可以免于发出要约。,300471.SZ,"文教休闲,银行,食品,电气设备,煤炭开采,专用机械",0
2025-10-20,武汉凡谷公告，两位控股股东、实际控制人孟庆南、孟凡博拟于2025年11月11日至2026年2月6日，通过集中竞价或大宗交易方式，分别减持公司股份不超过1071.4万股（占总股本1.5680%）和不超过978.45万股（占总股本1.4320%），合计不超过2049.86万股（占总股本3.0000%）。,002194.SZ,"通信设备,电器仪表",0
